original_publisher	modified_publisher
Svenska friidrottsförb:s ungdomskommitté	Svenska friidrottsförb:s ungdomskommitte
Svenska frivilliga sjukvårdsväsendets centralråd	Svenska frivilliga sjuqvårdsväsendets centralråd
Svenska frälsningsarméns högkvarter	Svenska frälsningsarmens högqvarter
Svenska Greklandskommittén	Svenska Greklandskommitten
Svenska hjälpkommittén för krigsfångar i Sibirien	Svenska hjälpkommitten för krigsfångar i Sibirien
Svenska hjälpkommittén för Polen	Svenska hjälpkommitten för Polen
Svenska Ivar Baarsen	Svenska Ivar Bårsen
Svenska kommittén av Världs för främjande av internationellt samförstånd genom kyrkosamfunden	Svenska kommitten av Världs för främjande av internationellt samförstånd genom kyrkosamfunden
Svenska kommittén för nordiska student- & gymnasistmöten på biblisk grund	Svenska kommitten för nordiska student- & gymnasistmöten på biblisk grund
Svenska landsbygdens kvinno	Svenska landsbygdens qvinno
Svenska Linnésällskap	Svenska Linnesällskap
Swenska lutherska tryckförening	Svenska lutherska tryckförening
Swenska Mosskulturförening	Svenska Mosskulturförening
Svenska nationalkommittén för världskraftkonferenser	Svenska nationalkommitten för världskraftkonferenser
Svenska kvinno	Svenska qvinno
Svenska kvinnors kristna nykterhetssällskap	Svenska qvinnors kristna nykterhetssällskap
Svenska kvinnors medborgarförbund	Svenska qvinnors medborgarförbund
Svenska sinnessjukvårdspersonalen	Svenska sinnessjuqvårdspersonalen
Svenska skid, kommittén för backhoppning	Svenska skid, kommitten för backhoppning
Svenska socialdemokr. kvinnoförbund	Svenska socialdemokr. qvinnoförbund
Svenska socialdemokratiska kvinno	Svenska socialdemokratiska qvinno
Svenska tullkvarnars riks	Svenska tullqvarnars riks
Svenska tullkvarnars riksförbund	Svenska tullqvarnars riksförbund
Svenska vanföreanstalternas centralkommitté	Svenska vanföreanstalternas centralkommitte
Sveriges Allmäna Fjäderfäafvelsförening	Sveriges Allmäna Fjäderfäavelsförening
Sveriges allmänna fjäderfäafvelsförening	Sveriges allmänna fjäderfäavelsförening
Sveriges Allmänna Fjäderfäafvelsförening	Sveriges Allmänna Fjäderfäavelsförening
Sveriges katolska kvinno	Sveriges katolska qvinno
Sveriges landstormskvinnoföreningar	Sveriges landstormsqvinnoföreningar
Sveriges moderata kvinno	Sveriges moderata qvinno
Sveriges scouts högkvarter	Sveriges scouts högqvarter
Sveriges sjöfarande kvinnors förening	Sveriges sjöfarande qvinnors förening
Sveriges socialdemokr. kvinnoförbund	Sveriges socialdemokr. qvinnoförbund
Swing, Kungsgatan 56	Sving, Kungsgatan 56
Süddeutsche Monatshefte	Syddeutsche Monatshefte
SydSvenska Kliché- &	SydSvenska Kliche- &
SydSvenska Kliché- & -	SydSvenska Kliche- & -
SydSvenska kliché- & tryck.	SydSvenska kliche- & tryck.
Sydsvenska kliché-o.	Sydsvenska kliche-o.
Syndikalistiska arbetarefederationens centralkommitté	Syndikalistiska arbetarefederationens centralkommitte
Syndikalistiska militärkommittén	Syndikalistiska militärkommitten
Syrén	Syren
sällskap Bokvannerna	sällskap Boqvannerna
Södermanlands läns förbudskommitté	Södermanlands läns förbudskommitte
T. Cautley Newby, publisher	T. Cautley Nevby, publisher
T. Fisher Unwin	T. Fisher Unvin
T. Gislén	T. Gislen
Tallinna Eesti kirjastus-ühisus	Tallinna Eesti kirjastus-yhisus
Teleki Pál tudományos intézet	Teleki Pal tudomanyos intezet
Telén	Telen
Tenow	Tenov
The American-Swedish News Exchange	The American-Svedish Nevs Exchange
The Committee of the Swedish Section of America's Making	The Committee of the Svedish Section of America's Making
The Commonwealth fund	The Commonvealth fund
The Historical Society of Delaware	The Historical Society of Delavare
The Museum of Far Eastern antiquities	The Museum of Far Eastern antiqvities
The Royal Swedish Commission, New York World's Fair 1939	The Royal Svedish Commission, Nev York World's Fair 1939
The Sackville Press	The Sacqville Press
The Swedenborg scientific association	The Svedenborg scientific association
The Swedenborg society	The Svedenborg society
The Swedenborg Society	The Svedenborg Society
The Swedish American Printing Company	The Svedish American Printing Company
The Swedish Baptist Conference Iowa	The Svedish Baptist Conference Iova
The Swedish Chamber of Commerce of the United States of America	The Svedish Chamber of Commerce of the United States of America
The Swedish Colonial Society	The Svedish Colonial Society
The Swedish congress committee	The Svedish congress committee
The Swedish Cyprus expedition	The Svedish Cyprus expedition
The Swedish inst	The Svedish inst
The Swedish Institute / Almqvist & Wiksell	The Svedish Institute / Almqvist & Wiksell
The Swedish M.E. Book Concern	The Svedish M.E. Book Concern
Theodor Bergquist	Theodor Bergqvist
Thorén	Thoren
Thoréns	Thorens
Þorláksson	Þorlaksson
Thorsén	Thorsen
Thorsén & Co	Thorsen & Co
Thorsné & Erlandsson	Thorsne & Erlandsson
Th. Anderssons -affär	Thorvald Anderssons -affär
Th. Johnsson	Thorvald Johnsson
Th. Laurin	Thorvald Laurin
Th. Levenstam	Thorvald Levenstam
Th. Lilljeqvist	Thorvald Lilljeqvist
Th. Nilsons musik- & pappershandel	Thorvald Nilsons musik- & pappershandel
Th. Thomson	Thorvald Thomson
Th. Thomsons	Thorvald Thomsons
Th. Wahledow	Thorvald Wahledov
Thuré	Thure
tidning Vi/Rén & Sjögren	tidning Vi/Ren & Sjögren
tidskrift Akvariet	tidskrift Aqvariet
Tierps förbudsvänners samarbetskommitté	Tierps förbudsvänners samarbetskommitte
Tomahawk	Tomahavk
Tor Hj. Persson	Tor Hjalmar Persson
Torsten Tegnér	Torsten Tegner
Tow. Milosników Jezyka Polskiego	Tov. Milosnikóv Jezyka Polskiego
Trémois	Tremois
Trollhättans nykterhetsvänners samarbetskommitté	Trollhättans nykterhetsvänners samarbetskommitte
Tromsø museum	Tromsö museum
Trowitzsch & Sohn	Trovitzsch & Sohn
Tryckn.-kommittén-exp	Tryckn.-kommitten-exp
Tryckningskommitténsexpedition	Tryckningskommittensexpedition
tryckt hos Carl Delén	tryckt hos Carl Delen
tryckt hos Fr. Cederborgh & Comp	tryckt hos Frederic Cederborgh & Comp
Tryckt hos Henr. Fougt, riddare af Kungliga W. & & Coongl. yckare	Tryckt hos Henrik Fougt, riddare af Kungliga W. & & Coongl. yckare
Tryckt hos Isaac Marcus	Tryckt hos Isåc Marcus
tryckt hos Johan Fr. Edman	tryckt hos Johan Frederic Edman
Tryckt på bokhandlaren P.G. Bornwassers bekostnad	Tryckt på bokhandlaren P.G. Bornvassers bekostnad
Tyis Ludovici Decreaux, directoris officinæ typographicæ Lundensis	Tyis Ludovici Decreaux, directoris officinä typographicä Lundensis
U. Ronnquist	U. Ronnqvist
Uitgeversmaatschappij	Uitgeversmåtschappij
Undersåkers krönikerkommitté	Undersåkers krönikerkommitte
Ungdomsens samarbetskommitté	Ungdomsens samarbetskommitte
universitets of Lucknow	universitets of Lucknov
University of Delaware, Department of history and political science	University of Delavare, Department of history and political science
University of Glasgow	University of Glasgov
Unwin	Unvin
Uppgifter öfver Malmö stads in- & utförsel under	Uppgifter över Malmö stads in- & utförsel under
Upsala akvarieförening	Upsala aqvarieförening
utgifv	utgiv
Utställningskommittén	Utställningskommitten
W. Blackwood	W. Blacqvood
W. Clowes and sons	W. Cloves and sons
V. Ekerot & I. Ekwall	V. Ekerot & I. Eqvall
W. Fian Holmgrén	W. Fian Holmgren
W. Lundequist & R:is Bokhandel	W. Lundeqvist & R:is Bokhandel
W. Lundequists & Coi:s bokhandel	W. Lundeqvists & Coi:s bokhandel
W. Löfwing	W. Löving
V. Müller	V. Myller
W. Silfversparres nya grafiska	W. Silversparres nya grafiska
W. Swan Sonnenschein & Co	W. Svan Sonnenschein & Co
W. Walldén	W. Wallden
W.H. Nordwall & Co	W.H. Nordvall & Co
Wahlquist	Wahlqvist
Walden & Stowe	Walden & Stove
Van Staal	Van Stål
Vapaa Ajatus	Vapå Ajatus
Warner Silfversparres nya grafiska	Warner Silversparres nya grafiska
 Wasa	Wasa
Watch Tower Bible and Tract Society	Watch Tover Bible and Tract Society
Watchtower bible and tract society	Watchtover bible and tract society
Weissen Bücher	Weissen Bycher
Verlag 'Volkswille' Max Denker	Verlag 'Volksville' Max Denker
Verlag Carl Feldmüller	Verlag Carl Feldmyller
Verlag für praktische kunstwissenschaft	Verlag fyr praktische kunstvissenschaft
Verlag für Recht und Gesellschaft	Verlag fyr Recht und Gesellschaft
Verlag Judæa	Verlag Judäa
Verlag Versicherungswirtschaft	Verlag Versicherungsvirtschaft
Verlagshandlung von C.A. Schwetschke & Sohn	Verlagshandlung von C.A. Schvetschke & Sohn
Whittlesey House, McGraw-Hill Book Company, Inc	Whittlesey House, McGrav-Hill Book Company, Inc
Vi kvinnor	Vi qvinnor
Vi kvinnor i demokratiskt världs	Vi qvinnor i demokratiskt världs
Vict. Pettersons bokind	Victoria Pettersons bokind
Világosság	Vilagossag
Wilényckeri	Wilenyckeri
Wilh. Rolén	Wilh. Rolen
Wilhelm Braumüller	Wilhelm Braumyller
Vilh. Nauckhoff	Vilhelm Nauckhoff
Vilh. Priors Kungliga hofbokhandel	Vilhelm Priors Kungliga hofbokhandel
William Blackwood	William Blacqvood
Wingrens antikvariska bokhandel	Wingrens antiqvariska bokhandel
Vlg Bücherei und Bildungspflege	Vlg Bycherei und Bildungspflege
Vlg für Staatswissenschaften und Geschichte	Vlg fyr Ståtsvissenschaften und Geschichte
Voigt & Günther	Voigt & Gynther
World Exchange Club Cosmos of Sweden	World Exchange Club Cosmos of Sveden
World Jewish Congress	World Jevish Congress
World Jewish Congress, Svenska sektionen	World Jevish Congress, Svenska sektionen
Wydawnictwo Akademii Umiejetnosci	Wydavnictvo Akademii Umiejetnosci
Wydawnictwo Zakladu Narodowego im. Ossolinskich	Wydavnictvo Zakladu Narodovego im. Ossolinskich
Vaasan Kirjapaino	Våsan Kirjapaino
Världssamling för fred I. P. C., Svenska kommittén	Världssamling för fred I. P. C., Svenska kommitten
Världssamling för fred R. U. P., Svenska kommittén	Världssamling för fred R. U. P., Svenska kommitten
Yale universitets Press for the Swedish American Tercentenary Association	Yale universitets Press for the Svedish American Tercentenary Association
Yrkeskvinnors klubb	Yrkesqvinnors klubb
Yrkesvalkommittén	Yrkesvalkommitten
Zacharia Hæggström	Zacharia Häggström
zu bekommen bey Lorentz Ludwig Grefing	zu bekommen bey Lorentz Ludvig Grefing
å Ax. Seiersens	å Axel Seiersens
Å. Ekwall	Å. Eqvall
Å. Nordén	Å. Norden
Å. Swensson	Å. Svensson
Åbo Akademi, Inst. für nordische Ethnologie	Åbo Akademi, Inst. fyr nordische Ethnologie
Åhlén & Åkerlund & Alb. Bonnier	Åhlen & Åkerlund & Albert Bonnier
Åhlén & Åkerlund , Albert Bonnier	Åhlen & Åkerlund , Albert Bonnier
Åhlén & Åkerlund Albert Bonnier	Åhlen & Åkerlund Albert Bonnier
Åhlén Åkerlund	Åhlen Åkerlund
Åke Nyhléns bil	Åke Nyhlens bil
Ångermanelfvens stufveri	Ångermanelvens stuveri
 Ängelholms havsbad	Ängelholms havsbad
Äfventyrens gång	Äventyrens gång
Öfversättaren	Översättaren
