original	pagecount	volnumber	volcount	Count
149,(2)s	 149	NA	NA	   1
[04] s. =(s. 3/4 blank).=	NA	NA	NA	   1
S. 206-213	   8	NA	NA	   1
[02] , 190 s. =(s. 183-90 opag.)=.	   2	NA	NA	   1
[3] s., s. 4-112, 9 pl.-bl.	 112	NA	NA	   1
328 s.,1 kartbl.	 330	NA	NA	   1
(8) s.	   8	NA	NA	   1
28 s., 6 pl.-bl.	  28	NA	NA	   1
xxiv, 432 s.	 456	NA	NA	   1
[8], 84, [4] s.	  96	NA	NA	   1
46[2] s., (s. 47/48 blank)	NA	NA	NA	   1
96 s. (s. 95/96 blank)	NA	NA	NA	   1
148, [1] s.	 149	NA	NA	   1
196 s	 196	NA	NA	   1
[6], 162 s.	 168	NA	NA	   1
[62], 640 s. ; [1] rättelsebl., [1] pl.	 704	NA	NA	   1
vij,234s.,16 pl.,1 karta	 243	NA	NA	   1
192 s., [24] pl.-bl.	 192	NA	NA	   1
32 s. =(s. 31-32 opag. annons).=	NA	NA	NA	   1
72 s. =(s. 71/72 blank).=	NA	NA	NA	   1
48 s. =(s. 46-48 opag., s. 47 rättelser).=	NA	NA	NA	   1
[4], 8 s.	  12	NA	NA	   1
507 s.	 507	NA	NA	   1
64 s., [7] pl.-s.	  64	NA	NA	   1
238s	 238	NA	NA	   1
56s (interfol.)	NA	NA	NA	   1
11 hfn;(354 s.)	 354	NA	NA	   1
610 s.	 610	NA	NA	   1
46, ii162, iii82 s. =(s. iii82 felpag. '28')=.	  46	NA	NA	   1
[8], 395 s.	 403	NA	NA	   1
[02] , 172 s. =(s. 141-72 opag.)=	   2	NA	NA	   1
xv, 586 s.	 601	NA	NA	   1
47s.,1 kartbl.	  49	NA	NA	   1
285, [1] s.	 286	NA	NA	   1
viii, 52 s. =(s. vi-viii opag.)=; [1] pl.	  10	NA	NA	   1
[04], viii, iv, 395, [1] s.	 408	NA	NA	   1
[4] s., 20 pl.-bl.	   4	NA	NA	   1
227 bl. +	 454	NA	NA	   1
59 s., 1 portr.	  61	NA	NA	   1
70s.	  70	NA	NA	   1
xvj och 198 s.	NA	NA	NA	   1
[02] , 20 s., s. 17-36.	  38	NA	NA	   1
152,(1)s	 152	NA	NA	   1
12 s. och 3 pl.	NA	NA	NA	   1
640 s., [20] pl.-bl.	 640	NA	NA	   1
[1], ii, 232 s.	 235	NA	NA	   1
[3], 165 s.	 168	NA	NA	   1
218,[1] s.	 219	NA	NA	   1
[4], 202, [2] s., [8] pl.-bl	 208	NA	NA	   1
189 p.	 189	NA	NA	   1
S. 201-209	   9	NA	NA	   1
[04] , 82, 64 s.	  86	NA	NA	   1
[4], 235 s.	 239	NA	NA	   1
318,(1)s	 318	NA	NA	   1
[8], 202 s.	 210	NA	NA	   1
IX, 1218 s.	1227	NA	NA	   1
s. 65-82, 217-224	 224	NA	NA	   1
419,(2)s	 419	NA	NA	   1
[12] , 192 s., s. 199- 390 =(s. 355-90 opag.).=	 402	NA	NA	   1
130, [2] s.	 132	NA	NA	   1
31 s. + 3 vikta kartblad	NA	NA	NA	   1
76, [1] s.	  77	NA	NA	   1
48 s.; xxvii pl.	 102	NA	NA	   1
s.234-264	  31	NA	NA	   1
157,(1)s.,14 pl.-bl.	 157	NA	NA	   1
[6], 479, [1] s.	 486	NA	NA	   1
[6], 138 s.	 144	NA	NA	   1
374, [1] s.	 375	NA	NA	   1
[80] s. =(s. 79/80 blank)=.	NA	NA	NA	   1
3 bd (566, 558, 540 s.)	 558	NA	NA	   1
viij, 120 s.	 128	NA	NA	   1
218s	 218	NA	NA	   1
175,(2) s.	 175	NA	NA	   1
349, [1] s.	 350	NA	NA	   1
[8], 343, [1] s.	 352	NA	NA	   1
48,(2)s	  48	NA	NA	   1
2 vol.;(417s.;220s)	 637	NA	NA	   1
(16) + (4) bl.	NA	NA	NA	   1
80, [2] s., 1 portr.	  84	NA	NA	   1
145,(1)s.,32 pl.-bl.	 145	NA	NA	   1
86 s., 1 karta	  88	NA	NA	   1
52 s. +	  52	NA	NA	   1
93s	  93	NA	NA	   1
168 s	 168	NA	NA	   1
87, [8] s., [1] vikt karta	  95	NA	NA	   1
viij, 372 s.	 380	NA	NA	   1
S. [241]-346	 106	NA	NA	   1
333s	 333	NA	NA	   1
262, [1] s., 26 pl.-bl.	 263	NA	NA	   1
[4], 290, [1] s.	 295	NA	NA	   1
366 s. och 1 pl.	NA	NA	NA	   1
[02], 38 s.	  40	NA	NA	   1
[6], 115 s.	 121	NA	NA	   1
623 s., 2 pl.-bl.	 623	NA	NA	   1
xx, 262 s., [01] vikt pl.	 282	NA	NA	   1
[02] , 48 s.; [1] ins.	  50	NA	NA	   1
[8], 110 s.	 118	NA	NA	   1
292, [1] s.	 293	NA	NA	   1
[4], 42 s.	  46	NA	NA	   1
300, [2] s. 14 pl.-bl.	 300	NA	NA	   1
[06] , iv, 352 s. (s. 351 opag. rättelser)	  10	NA	NA	   1
4). [32] s.	NA	NA	NA	   1
[8], 178, [2] s.	 188	NA	NA	   1
[16], 300 s.	 316	NA	NA	   1
566, [1] s.	 567	NA	NA	   1
29 s., 1 tab.	  31	NA	NA	   1
83,(1)s	  83	NA	NA	   1
141,(1)s	 141	NA	NA	   1
182, [1] s.	 183	NA	NA	   1
11s.,2 pl.-bl.	  11	NA	NA	   1
xxiv, 84 s.	 108	NA	NA	   1
103 s., [16] pl.-s.	 103	NA	NA	   1
371s	 371	NA	NA	   1
[8], 120 s. (s. 120 blank)	   8	NA	NA	   1
2 vol. (347 s., [3] kartbl. ; 440 s., [2] kartbl.)	 797	NA	NA	   1
142 s.; [2] ins.	 142	NA	NA	   1
200 s., vikt karta	 200	NA	NA	   1
lxxxiv, 764 s.	 848	NA	NA	   1
18, (1)s.	  18	NA	NA	   1
21 s., 1 portr.	  23	NA	NA	   1
S. 3-46; pl.titelbl.	  46	NA	NA	   1
19,36s	  36	NA	NA	   1
[4], 54, [2] s.	  60	NA	NA	   1
252,(2)s	 252	NA	NA	   1
[10] , 112 s.	 122	NA	NA	   1
[422] s.	 422	NA	NA	   1
xxxiv, 515 s.	 549	NA	NA	   1
(1) s., s. 314-385.	 385	NA	NA	   1
viii, 209 s.	 217	NA	NA	   1
150, [2] s.	 152	NA	NA	   1
125,[1] s.	 126	NA	NA	   1
viij,295,(1)s	 303	NA	NA	   1
[4], 91 s., vii pl.-bl.	  95	NA	NA	   1
158 s.; [1] ins.	 158	NA	NA	   1
10s.,2 portr.	  14	NA	NA	   1
28 s. =(s. 22-28 opag.)=	NA	NA	NA	   1
327, [3] s.	 330	NA	NA	   1
x, 207 s.	 217	NA	NA	   1
(2),27,(2)s.,20 pl.-bl.	  27	NA	NA	   1
157,[1] s.	 158	NA	NA	   1
99, [5] s.	 104	NA	NA	   1
A4-E4F2.	NA	NA	NA	   1
[5], iv, 344 s.	 353	NA	NA	   1
402 s	 402	NA	NA	   1
97, [2] s.	  99	NA	NA	   1
s.221-247	  27	NA	NA	   1
3 vol.;(16 ;15 ; 16 s.)	  47	NA	NA	   1
Bd 1 400 s.;(Bd 2 302 s.);(Bd 3 245);(3 Bd)	NA	NA	NA	   1
742 s.	 742	NA	NA	   1
267 s.,1 kartbl.	 269	NA	NA	   1
61, [1]s	  62	NA	NA	   1
xvj, 260 s.	 260	NA	NA	   1
xxvii, 411 s.	 438	NA	NA	   1
236, [4] s.	 240	NA	NA	   1
142,(2)s	 142	NA	NA	   1
30 bl.	  60	NA	NA	   1
[9], 69-153, [2] s.	  96	NA	NA	   1
viii, 128 s.	 136	NA	NA	   1
34p.,ill.,34cm	  34	NA	NA	   1
321, [3] s.	 324	NA	NA	   1
316s	 316	NA	NA	   1
[2], 15, [2] s.	  19	NA	NA	   1
[16], 1047 s.	1063	NA	NA	   1
141s.,13 pl.-bl.	 141	NA	NA	   1
[14], ii366, iii76 s.	  14	NA	NA	   1
77 s., 7 pl.	  91	NA	NA	   1
viii, 160 s. =(s. 153-60 opag.)=; v pl.	  18	NA	NA	   1
(2),37s	  37	NA	NA	   1
[02] , 490 s.	 492	NA	NA	   1
361 s.	 361	NA	NA	   1
xv, 408 s.	 423	NA	NA	   1
xxxviii, 100, ii98 s. =(s. ii96-98 opag.).=	 138	NA	NA	   1
448 s.	 448	NA	NA	   1
(2), 180 s.	 180	NA	NA	   1
[06] , 184 s.	 190	NA	NA	   1
45,(1) s.	  45	NA	NA	   1
[7], 486 s., [12] pl.-bl.	 493	NA	NA	   1
148 s. =(s. 147-48 opag.).=	NA	NA	NA	   1
309, [1] s.	 310	NA	NA	   1
43,(3)s	  43	NA	NA	   1
170 s., [1] pl.-bl.	 170	NA	NA	   1
[02], 18 s. =(s. 17/18 blank)=	   2	NA	NA	   1
[2] s. +	   2	NA	NA	   1
[3], 197 s.	 200	NA	NA	   1
139, [1] s., 29 pl.-bl.	 140	NA	NA	   1
47 s., 2 kartor	  51	NA	NA	   1
[02] , ii22 s.	   2	NA	NA	   1
544 s.	 544	NA	NA	   1
xiv, 325 s.	 339	NA	NA	   1
[02], 506 s.	 508	NA	NA	   1
282 s.	 282	NA	NA	   1
[4], 108, [3] s.	 115	NA	NA	   1
88, [12] s.	 100	NA	NA	   1
[16] , 240 s.	 256	NA	NA	   1
A4-O4.	NA	NA	NA	   1
135,(1) s.	 135	NA	NA	   1
vii, 180 s.	 187	NA	NA	   1
37s.,1 karta	  39	NA	NA	   1
167 s	 167	NA	NA	   1
56 s.; [1] pl.	  58	NA	NA	   1
30s.,1 portr.	  32	NA	NA	   1
262, [1] s.	 263	NA	NA	   1
226 s. =( 219-24 opag., 225/226 blank)=; [1] rättelsebl., 2 ins.	NA	NA	NA	   1
424 s., 1 karta	 426	NA	NA	   1
12 s. +	  12	NA	NA	   1
2 vol.;(468s.;(4)s.,s.469-895,(1)s)	1363	NA	NA	   1
24 s., 10 portr.	  44	NA	NA	   1
183,[1] s.	 184	NA	NA	   1
30 s., i kartbl.	  32	NA	NA	   1
118 s.,1 karta	 120	NA	NA	   1
S. [89]-123	  35	NA	NA	   1
[2], 41, [1] s., 1 pl.	  46	NA	NA	   1
75 s., 20 pl.	 115	NA	NA	   1
241,(1)s.,5 pl.-bl.	 241	NA	NA	   1
20s.,s.20a-20g,s.21-64,201-222	 222	NA	NA	   1
[4], 141, [6] s.	 151	NA	NA	   1
342 s., 9 pl.-bl. (2 vikta), 1 tab.-bl. (vikt)	 342	NA	NA	   1
[02] , 200 s.	 202	NA	NA	   1
(2), 198 s.	 198	NA	NA	   1
[08] , 42 s. ( [=Riksdags-skrifter, samlade tilhopa,= nr 22-27.] )	  50	NA	NA	   1
[1], 356, 10 s.	 357	NA	NA	   1
172 s., 12 pl., 76 s.	 172	NA	NA	   1
438 s.	 438	NA	NA	   1
[9] s., s. 2-179, [4] s.	 191	NA	NA	   1
79,[1] s.	  80	NA	NA	   1
374, [2] s.	 376	NA	NA	   1
34,(2)s	  34	NA	NA	   1
s. 575-585	  11	NA	NA	   1
xvi, 104 s.	 120	NA	NA	   1
14,(2) s.	  14	NA	NA	   1
[2], 103 s.	 105	NA	NA	   1
31 s. +	  31	NA	NA	   1
[02] , 36 s.	  38	NA	NA	   1
51 s., [1] bl.	  53	NA	NA	   1
139,[1] s.	 140	NA	NA	   1
205, [1] s.	 206	NA	NA	   1
2, 39 s., 2 formulär	  39	NA	NA	   1
[04] , 188 s. =(s. 156-88 opag.).=	   4	NA	NA	   1
[2], 61, [1] s.	  64	NA	NA	   1
116s	 116	NA	NA	   1
5[1] s.	NA	NA	NA	   1
130,(1)s	 130	NA	NA	   1
18[2] s., [2] ins.	NA	NA	NA	   1
631 s.	 631	NA	NA	   1
Ca 24-26 s.	   3	NA	NA	   1
[4], IV, 94, [1], 3 bl. s.	 103	NA	NA	   1
viii, 231 s.	 239	NA	NA	   1
[4], 196 s., [10] pl.-bl.	 200	NA	NA	   1
[16] , 320 s.; [04] s. =(prenumerantförteckning)= & omsl.	 336	NA	NA	   1
2 vol.;(527;611s)	1138	NA	NA	   1
729 s.	 729	NA	NA	   1
164s.,1 kartbl.	 166	NA	NA	   1
54, [2] s.	  56	NA	NA	   1
302, [1] s.	 303	NA	NA	   1
[02] , 24 s.; [1] pl.	  28	NA	NA	   1
337 s.	 337	NA	NA	   1
[4] s., s. 2-28, [4] s.	  35	NA	NA	   1
90 s., [20] pl.-s.	  90	NA	NA	   1
176 s., [27] pl.-bl.	 176	NA	NA	   1
200 s., 5 pl.-bl.	 200	NA	NA	   1
S. 54-56	   3	NA	NA	   1
[4], 10 s.	  14	NA	NA	   1
252, [3] s., 12 pl.-bl.	 255	NA	NA	   1
25,(3)s	  25	NA	NA	   1
(1),61s	  61	NA	NA	   1
107 s., 1 portr.	 109	NA	NA	   1
3 vol.;(264 ; 242 ; 412 s.)	 918	NA	NA	   1
38 s., 3 tab.	  44	NA	NA	   1
[2], 97 s.	  99	NA	NA	   1
667 s.	 667	NA	NA	   1
[02], 444 s.	 446	NA	NA	   1
791, [1] s.	 792	NA	NA	   1
546, [1] s.	 547	NA	NA	   1
225 s., 7 pl.-bl.	 225	NA	NA	   1
S.73-92	  20	NA	NA	   1
A8-B8C4.	NA	NA	NA	   1
viii, 327 s., 2 pl.-bl.	 335	NA	NA	   1
[62] s.	  62	NA	NA	   1
95, (1) s.	  95	NA	NA	   1
16-40 s.	  25	NA	NA	   1
434 s. och 24 pl.	NA	NA	NA	   1
vi, 288 s.	 294	NA	NA	   1
134, 24 s.	 134	NA	NA	   1
229 s., 1 pl.-bl.	 229	NA	NA	   1
4 pl. och 1 blad musiknoter	NA	NA	NA	   1
173,(2)s	 173	NA	NA	   1
18 s., 1 kartbl.	  20	NA	NA	   1
162 s., 1 portr.	 164	NA	NA	   1
[6], 185, [1] s.	 192	NA	NA	   1
(1)s.,28 pl.-bl.,(1)s	   1	NA	NA	   1
495, [1] s., [1] pl.-bl., [1] vikt bl.	 496	NA	NA	   1
24 s. och 1 pl.	NA	NA	NA	   1
xvi, 88 s. =(s. xv-xvi opag.).=	  16	NA	NA	   1
[1] f.	NA	NA	NA	   1
285 s., 2 kartbl.	 289	NA	NA	   1
362 s., [24] pl.-bl.	 362	NA	NA	   1
(5) bl.	  10	NA	NA	   1
10,(2)s	  10	NA	NA	   1
161 s.	 161	NA	NA	   1
x, 251 s.	 261	NA	NA	   1
[1], 252 s.	 253	NA	NA	   1
910 s.	 910	NA	NA	   1
623 s.	 623	NA	NA	   1
[8], 285, [2] s.	 295	NA	NA	   1
a4-d4 1-1229 (3) s.; (:)4 1-970 (4) s.	1229	NA	NA	   1
16 lösa blad i omslag	NA	NA	NA	   1
100 s., 7 pl.-s.	 100	NA	NA	   1
[182] s.	 182	NA	NA	   1
286s.,8 pl.-bl.	 286	NA	NA	   1
394, [2] s., [4] pl.-bl.	 396	NA	NA	   1
37, [1] s.	  38	NA	NA	   1
191 s	 191	NA	NA	   1
374 s	 374	NA	NA	   1
283, [1] s.	 284	NA	NA	   1
[16], ii138, [iii06] , iv56 s. =(s. iv55-56 opag.).=	  16	NA	NA	   1
(36)s	  36	NA	NA	   1
230 s., [3] vikta kartbl.	 230	NA	NA	   1
[8], 26, [24] s., [2] pl.-bl.	  58	NA	NA	   1
236 s. =(s. 235-36 opag.)=.	NA	NA	NA	   1
[8], 119 s.	 127	NA	NA	   1
[10] pl.-bl.,12 s.	  12	NA	NA	   1
v, 731 s.	 736	NA	NA	   1
[4], 126, [1] s.	 131	NA	NA	   1
[4], 90 s.	  94	NA	NA	   1
[8], 280, [1] s.	 289	NA	NA	   1
72 s., 1 pl.-bl.	  72	NA	NA	   1
(1),32s	  32	NA	NA	   1
[02], 104 s. (s. 103 opag. rättelser)	   2	NA	NA	   1
84, [02] , 350 s.	 352	NA	NA	   1
432 s. .	 432	NA	NA	   1
62s	  62	NA	NA	   1
[1] s., s. 264-293	  31	NA	NA	   1
(6),157s	 157	NA	NA	   1
12 s. (=Evangeliska sällskapets skrifter=. 48.)	NA	NA	NA	   1
2 vol.;(482 s.)	 482	NA	NA	   1
166,(2)s	 166	NA	NA	   1
696 s.	 696	NA	NA	   1
[02] f.	NA	NA	NA	   1
201,[1] s.	 202	NA	NA	   1
[04], 132 s.	 136	NA	NA	   1
[2], 194 s.	 196	NA	NA	   1
565s	 565	NA	NA	   1
54,(1)s	  54	NA	NA	   1
48, [1] s. , [32] pl.-bl.	  49	NA	NA	   1
[2] s., s. 4-16	  15	NA	NA	   1
580 s.	 580	NA	NA	   1
14[2] s., (s. 15/16 blank)	NA	NA	NA	   1
475 s.	 475	NA	NA	   1
[3], 122 s.	 125	NA	NA	   1
36s.,1 pl.-bl.	  36	NA	NA	   1
ix, 324 s.	 333	NA	NA	   1
6 hfn.;(vardera häfte 20 s.)	NA	NA	NA	   1
[4], 140 s.	 144	NA	NA	   1
vii, 244 s.	 251	NA	NA	   1
120 s., 1 pl.-bl.	 120	NA	NA	   1
576 s.	 576	NA	NA	   1
52,(1)s	  52	NA	NA	   1
viii, 59 s.	  67	NA	NA	   1
339, [1] s.	 340	NA	NA	   1
145s	 145	NA	NA	   1
[86] s.	  86	NA	NA	   1
[08] , 216 s.	 224	NA	NA	   1
2 vol. (75 ; 137 s.)	 212	NA	NA	   1
139 s., 8 pl.-bl. ,1 bil.	 139	NA	NA	   1
104 s. =(s. 99-104 opag.)=; [5] ins.	NA	NA	NA	   1
vi, [1], 175 s.	 182	NA	NA	   1
viii, 158 s., [3] pl.-bl.	 166	NA	NA	   1
[8], 29 [1] s.	   8	NA	NA	   1
xij,154 s.	 166	NA	NA	   1
S. 17-30	  14	NA	NA	   1
49 s., 11 kartor	  71	NA	NA	   1
[06] , xiv, 392 s.	 412	NA	NA	   1
78 s., 10 pl.-bl.	  78	NA	NA	   1
[08] , 172 s.	 180	NA	NA	   1
2 s.	   2	NA	NA	   1
14 s. (sammanfattning) +	  14	NA	NA	   1
[12] , 128 s. =(s. 125-28 opag.)=.	  12	NA	NA	   1
[4], 220, [2] s.	 226	NA	NA	   1
351, [1] s.	 352	NA	NA	   1
1 part. ([8] s.)	NA	NA	NA	   1
192,[4] s.	 196	NA	NA	   1
Sp. 195-376	 182	NA	NA	   1
vi, 252 s.	 258	NA	NA	   1
46 s., xxx pl.-bl.	  46	NA	NA	   1
110 s., [1] kartbl.	 112	NA	NA	   1
A4-C4D2.	NA	NA	NA	   1
[22], 345, [1], 346-563, 564-716 bl.	 586	NA	NA	   1
(1),109s.,1 tab.,1 pl.-bl.	 111	NA	NA	   1
iii, 409, [2] s.	 414	NA	NA	   1
821 s.	 821	NA	NA	   1
(4), iv, 215 s.	 219	NA	NA	   1
S. 161-479, [titelbl. till D. 9: [7] s.]	 319	NA	NA	   1
[25], [1] 2-350, [2] s.	 377	NA	NA	   1
8:o. 1286 s., s. 1289-1606; [1] ins.	 318	NA	NA	   1
6s.,14 pl.-bl.	   6	NA	NA	   1
[2] s. [Hufvudtitel] + [2] s. + s. 97-259 + [1] s.	 259	NA	NA	   1
x, (1), 857 s.	 867	NA	NA	   1
[02] , 252 s. =(s. 251-52 opag.).=	   2	NA	NA	   1
101,[1] s.	 102	NA	NA	   1
67 s., 10 pl.	  87	NA	NA	   1
228s.	 228	NA	NA	   1
[16], 320 s. (s. 314-20 opag.)	  16	NA	NA	   1
xii pl.-s.	NA	NA	NA	   1
[26] , 1038 s. =(s. 977-1038 opag.)=.	  26	NA	NA	   1
S. 5-21	  17	NA	NA	   1
75 s., 46 pl.-bl. ; 25 s., 9 pl.-bl.	 100	NA	NA	   1
[02] , 10 s.	  12	NA	NA	   1
499 s.	 499	NA	NA	   1
575s	 575	NA	NA	   1
174, (1) s.	 174	NA	NA	   1
[02], ii174, iii32 s. =(s. 171-74, s. iii30-32 opag.)=.	 173	NA	NA	   1
[4], 123, [1] s.	 128	NA	NA	   1
s. 23-43	  21	NA	NA	   1
4 st.	NA	NA	NA	   1
[12] , ii480 s. =(s. 477-80 opag.)=.	  12	NA	NA	   1
110s	 110	NA	NA	   1
vi, 109 s.	 115	NA	NA	   1
79, [4], xii s.	  95	NA	NA	   1
136 s. (=Lefwernes-beskrifning=.) Fri övers. av S.J. ⁵Alnander ur förf;s 'Abbildungen und Lebens-Beschreibungen berühmter Gelehrten' (s. 2). Utg. av C.C. ⁵Gjörwell; =ref.:= dennes =Förtekning,= 1806. . . .	NA	NA	NA	   1
viij, 171, [1] s.	 180	NA	NA	   1
69s	  69	NA	NA	   1
8 s., [15] pl.-bl.	   8	NA	NA	   1
146, [1] s., [18] pl.-bl., 2 kartbl.	 151	NA	NA	   1
47, [1] s., 1 pl.-bl.	  48	NA	NA	   1
216s	 216	NA	NA	   1
253, (1) s.	 253	NA	NA	   1
2 vol. ([3], 352 s.)	 355	NA	NA	   1
261, [1] s.	 262	NA	NA	   1
78s.,1 pl.-bl.	  78	NA	NA	   1
218 s., [1] pl.-bl., [1] kartbl.	 220	NA	NA	   1
55 s.;[2], 55, [1] s.	 113	NA	NA	   1
(1),52 bl.	 105	NA	NA	   1
(8), 137 s., 1 karta	 139	NA	NA	   1
[02], 222 s. =(s. 219-22 opag. annons)=	   2	NA	NA	   1
[06], 232 s.	 238	NA	NA	   1
65,(1)s	  65	NA	NA	   1
636 s.	 636	NA	NA	   1
209 s., 1 tab.-bl., 9 kartbl.	 227	NA	NA	   1
3 s., 2 pl.-bl.	   3	NA	NA	   1
169 s. + 2 tillägg (1915-17, 1918-20)	1918	NA	NA	   1
60,(1)s	  60	NA	NA	   1
78s	  78	NA	NA	   1
10, 10 s.	  10	NA	NA	   1
(4), 105 s.	 105	NA	NA	   1
[4], 731 s.	 735	NA	NA	   1
(4) 212 s.	NA	NA	NA	   1
453 s., 1 porträtt	 453	NA	NA	   1
[24] s., s. 2-794, s. 1-152	 818	NA	NA	   1
viii, 160 s.	 168	NA	NA	   1
v,113s.,1 pl.-bl.	 118	NA	NA	   1
[28] , ii235 s., s. ii336-780, iii60, iv84 s. (s. iv83-84 opag.) ; pl.titelbl., [1] pl., [12] inklistrade kopparstick.	 810	NA	NA	   1
392 s. (s. 369-92 opag.), [1] rättelsebl.	NA	NA	NA	   1
127, [1] s., [4] pl.-bl. i färg	 128	NA	NA	   1
167,[1] s.	 168	NA	NA	   1
=Gemensamt titelblad o. rättelser:= [04] s. [02] , 22 s.; [1] pl. 80 s.; [2] pl. 24 s.	 126	NA	NA	   1
[04], 28 s.	  32	NA	NA	   1
382 s.s	 382	NA	NA	   1
235, [1] s.	 236	NA	NA	   1
[08] , 30 s.	  38	NA	NA	   1
56, [5] s.	  61	NA	NA	   1
316,329s;(2 vol.)	 329	NA	NA	   1
vi, [1] s., s. 7-121	 122	NA	NA	   1
315,(1)s.,4 pl.-bl.	 315	NA	NA	   1
4s. (sammanfattning) +	   4	NA	NA	   1
17 s., 4 pl.	  25	NA	NA	   1
464,(1)s	 464	NA	NA	   1
[2], 860 s.	 862	NA	NA	   1
2 vol.;(224 ; 217 s.)	 441	NA	NA	   1
iv, 188 s.	 192	NA	NA	   1
164 s., 7 pl.-bl.	 164	NA	NA	   1
[04], 120 s.	 124	NA	NA	   1
23 s., 1 pl. bl.	  27	NA	NA	   1
2762s	2762	NA	NA	   1
153, [1] s.	 154	NA	NA	   1
[18], 318 s., [6] vikta bl., [1] vikt pl.-bl.	 336	NA	NA	   1
[08] , 126 s. =(s. 123/24, 125/26 blanka, s. 127/28 ej påträffad, blank?)=.	   8	NA	NA	   1
163 s., 14 pl.-bl.	 163	NA	NA	   1
115 s., 6 pl.	 127	NA	NA	   1
524 s.	 524	NA	NA	   1
[20] s., (s. 19/20 blank)	  20	NA	NA	   1
74, [2] s.	  76	NA	NA	   1
[04], 476 s. =(s. 475/76 blank)=.	   4	NA	NA	   1
48s.,1 karta; färdledare 19s	  50	NA	NA	   1
[4] , 164 s.	 168	NA	NA	   1
28, [2] s., [40] pl.-bl.	  30	NA	NA	   1
201,(1)s	 201	NA	NA	   1
[08] , 142 s.	 150	NA	NA	   1
vi, 65 s.	  71	NA	NA	   1
246s.,4 pl.	 254	NA	NA	   1
19,(1)s.,2 tab.-bl.	  19	NA	NA	   1
vii, 418 s.	 425	NA	NA	   1
155 s., 2 pl.	 159	NA	NA	   1
3 Vol.	NA	NA	 3	   1
[4], 95 s.	  99	NA	NA	   1
vii, 248 s.	 255	NA	NA	   1
(4), 164 s., 1 pl.	 166	NA	NA	   1
[36] s., [4] ins.	  36	NA	NA	   1
[04] , 156 s., s. 159-304.	 308	NA	NA	   1
[4], 80 s.	  84	NA	NA	   1
(8),868,(2)s	 868	NA	NA	   1
61, [3] s.	  64	NA	NA	   1
96 s., 2 pl.-bl.	  96	NA	NA	   1
S. [16]-46	  31	NA	NA	   1
[02] , 20 s.; [2] ins.	  22	NA	NA	   1
[6] pl., s. 13-20 & omsl.	   8	NA	NA	   1
[4], lxiv, 210 s., 1 pl.	 280	NA	NA	   1
432 s. =(s. 421-32 opag.)=.	NA	NA	NA	   1
[50] s., 2 pl.-bl.	  50	NA	NA	   1
267 s., 4 pl.	 275	NA	NA	   1
56 s.,1 karta	  58	NA	NA	   1
39, (1) s.	  39	NA	NA	   1
1, 200 s.	 200	NA	NA	   1
206s.,2 pl.	 210	NA	NA	   1
127,[1] s.	 128	NA	NA	   1
70,(1)s	  70	NA	NA	   1
[04] , 316 s. =(s. 313-16 opag. annons.)= & omsl.	   4	NA	NA	   1
220,[1] s.,1 pl.-bl.	 221	NA	NA	   1
212 s., 4 pl.	 220	NA	NA	   1
[02], ii774, [iii02], iv324, [v44] s. =(s. 762-74 opag.)=	   2	NA	NA	   1
iv, 52 s.	  56	NA	NA	   1
317, [1] s.	 318	NA	NA	   1
6 vol.;(130 s., 6 pl.)	 130	NA	NA	   1
32 s. =(s. 25-32 opag.)=.	NA	NA	NA	   1
(16) bl.	  32	NA	NA	   1
114 s., 1 pl.-s., 7 pl.-bl.	 114	NA	NA	   1
42,(1)s	  42	NA	NA	   1
[180] s. (4A8-L8)	NA	NA	NA	   1
186 s., 1 portr.	 188	NA	NA	   1
102, [3] s.	 105	NA	NA	   1
xxxij s., s. 33-82	  82	NA	NA	   1
69, [1] s.	  70	NA	NA	   1
65s	  65	NA	NA	   1
[08], 286 s.; [1] pl.	 296	NA	NA	   1
lxvii s.	  67	NA	NA	   1
[02], iv, 210 s. & omsl.	 216	NA	NA	   1
152s	 152	NA	NA	   1
[3], 188 s., 1 karta	 193	NA	NA	   1
[2], 99 s.	 101	NA	NA	   1
28 +	  28	NA	NA	   1
64 s. =(s. 63-64 opag.).=	NA	NA	NA	   1
19 s	  19	NA	NA	   1
[04] , 76 s. =(s. 71-76 opag.)=.	   4	NA	NA	   1
viii, 122 s., 9 pl.	 148	NA	NA	   1
111 s. +	 111	NA	NA	   1
461, v s.	 466	NA	NA	   1
45, [3] s.	  48	NA	NA	   1
207 s	 207	NA	NA	   1
50, 143 s.	 143	NA	NA	   1
228 s.,6 pl.-bl.,1 kartbl.	 230	NA	NA	   1
s. 31-34	   4	NA	NA	   1
pianodirektion ([3] s.	NA	NA	NA	   1
xv, 318, [1] s.	 334	NA	NA	   1
(1),111,6 bl.	 123	NA	NA	   1
[4], 358 s.	 362	NA	NA	   1
2 hft.	NA	NA	NA	   1
[02] , 106 s.; pl.titelbl. & omsl.	 110	NA	NA	   1
55 s. och 1 pl.	NA	NA	NA	   1
vij, 144 s.	 151	NA	NA	   1
[02] , xxvi, 96, 84 s. =(s. xxiii-xxvi opag.)=; [3] ins.	 124	NA	NA	   1
viij, 257 s.	 265	NA	NA	   1
[4] s., 1880 sp.	1884	NA	NA	   1
[224] s.	 224	NA	NA	   1
[04] , 24 s.	  28	NA	NA	   1
187 s., 1 pl.	 189	NA	NA	   1
11 [1] s.	NA	NA	NA	   1
